step,loss,learning_rate,grad_norm
10,0.2806375503540039,1.3499999999999998e-05,1.5979893207550049
20,0.1660500407218933,2.8499999999999998e-05,1.892848014831543
30,0.15943313837051393,4.3499999999999993e-05,2.7190308570861816
40,0.14297142028808593,5.85e-05,1.6236752271652222
50,0.14222750663757325,7.35e-05,1.0450180768966675
60,0.13268513679504396,8.849999999999998e-05,1.9040310382843018
70,0.1296386241912842,0.00010349999999999998,1.7463995218276978
80,0.1258844256401062,0.0001185,1.2189353704452515
90,0.11999980211257935,0.0001335,0.6131854057312012
100,0.12164244651794434,0.00014849999999999998,1.0160913467407227
110,0.11214101314544678,0.00014998981944066404,1.1409928798675537
120,0.1167907476425171,0.00014995463093203158,0.62738436460495
130,0.11508055925369262,0.0001498943205791805,1.1049208641052246
140,0.1088404655456543,0.000149808908595769,1.5757815837860107
150,0.10871835947036743,0.00014969842360853456,1.5531103610992432
160,0.11132627725601196,0.00014956290264769935,0.9046617746353149
170,0.11015366315841675,0.00014940239113455923,1.3760251998901367
180,0.10618549585342407,0.00014921694286626025,2.692406415939331
190,0.1022686243057251,0.00014900661999776803,1.5750844478607178
200,0.09853262305259705,0.00014877149302103577,0.818966805934906
210,0.11075009107589721,0.00014851164074137818,1.8437188863754272
220,0.10778192281723023,0.00014822715025105911,1.1131407022476196
230,0.10823484659194946,0.0001479181169001015,1.2100026607513428
240,0.10539453029632569,0.00014758464426432982,1.0593994855880737
250,0.10667797327041625,0.0001472268441106557,1.1882389783859253
260,0.10389508008956909,0.00014684483635961785,0.4620876610279083
270,0.0990461528301239,0.00014643874904518952,0.9012351036071777
280,0.11118135452270508,0.00014600871827186653,1.1518306732177734
290,0.0982230007648468,0.0001455548881690504,1.2253063917160034
300,0.09693697094917297,0.0001450774108427418,3.023294448852539
310,0.09507184624671935,0.0001445764463245607,0.6883367896080017
320,0.10346922874450684,0.00014405216251810993,0.6276163458824158
330,0.10281009674072265,0.00014350473514270062,0.8484696745872498
340,0.0990488886833191,0.0001429343476744579,0.6079772710800171
350,0.09273696541786194,0.00014234119128482705,0.6196129322052002
360,0.10480740070343017,0.00014172546477650015,1.4216457605361938
370,0.09510167837142944,0.00014108737451678542,0.5479796528816223
380,0.10621829032897949,0.000140427134368441,1.2553733587265015
390,0.0942935287952423,0.00013974496561799637,0.9812580943107605
400,0.09470310807228088,0.00013904109690158608,0.895577609539032
410,0.09644923210144044,0.00013831576412831975,0.978613555431366
420,0.1096835732460022,0.00013756921040121458,1.1287715435028076
430,0.09562684297561645,0.00013680168593571695,0.8311632871627808
440,0.10618017911911011,0.00013601344797583987,1.6699599027633667
450,0.09619868993759155,0.00013520476070794497,0.988079845905304
460,0.09171780347824096,0.0001343758951721977,1.6790770292282104
470,0.0883658230304718,0.0001335271291717252,1.082770586013794
480,0.08767092227935791,0.00013265874717950765,0.8001466393470764
490,0.08405947685241699,0.0001317710402430342,0.8271737694740295
500,0.07769578695297241,0.00013086430588675523,0.7376280426979065
510,0.09324145317077637,0.0001299388480123638,0.7011485695838928
520,0.08274980783462524,0.00012899497679693983,0.7215078473091125
530,0.09006884098052978,0.00012803300858899104,1.0939223766326904
540,0.08499499559402465,0.00012705326580242517,1.0745848417282104
550,0.08813999891281128,0.0001260560768084896,0.9678948521614075
560,0.09926453828811646,0.0001250417758257143,1.5218197107315063
570,0.0731060802936554,0.0001240107028078948,0.9122692942619324
580,0.08955225944519044,0.00012296320333015317,1.078506350517273
590,0.08955004811286926,0.0001218996284731147,0.4006054997444153
600,0.08898683190345764,0.00012082033470523962,0.593469500541687
